"-4","0.2190118323761523516640599110280486834826200623176565309975342982615779340871655455763335534424122850595817122169327452960862656998406851743381500481767031821441902014142739024410488089468889396915123462960442482320413739548557282959336833680440285480288669982839409796627705846762681337923"
"-399/100","0.2208613190247654197334553256179595163813930863006898665462187503294391110259287415326461064765224478597036827044588807384583569247711161789380007097849572061791861958512076443411564060990512183721793366578143283320651902999303119519701334851402267817132845890428183088096537150985174491376"
"-199/50","0.222643272387038856391131295890568799198450026285048605128320868214626649422999252093632145517884150972994228769052313878885868381368772033833107714974423283798028116763120779234852485604782857089888727967877995697527458113843451295988160811164335574145119773651351674593554797155025690318"
"-397/100","0.2243566068430730321006689245254904820163813534375968205312791445426422314949142670015892713906433774385900984993177909962064769394359955792334875021831775998837314936498872132641104824723142891564552844245096755531393311638531441143066445540571609544422407542082729840626827364080538324353"
"-99/25","0.2260002522287432284207398162753723144760902156462394995184439609355444795118492323115017965297114235275992528694326040627630154675278664733423674071766861598909462575943234109198213033758536399149256608788979984039422720265834239650787416094885995787568781307398195565388166991486971347408"
"-79/20","0.2275731544177510980110899551316415096934792219147621845156511078450197892555340587372635573953613941379778815925366389225795585257349015517378312754659952929027220826206391039406426184974046572187356986185930064874577414875282808354321753645492339407736354135880595321495257812201781694487"
"-197/50","0.2290742759026931388665254980350147504220862892251373433370707003457910188764121906119733009328944914268963733079193406547327883475932236633208472165733755251012144590230333706154564828035542595818463848720493802360095913796426935922607785551334697874982435780445566941823768512438126285039"
"-393/100","0.2305025963746049482963163421403911197359838127577622514433824155420706952393415952973308257862297159272909545471247747487692579417166612608251179844074231511460179864925224979465916671277134388619040988570473073104666592656033995640700707398707715831297656380787358992493813785309887322305"
"-98/25","0.2318571133004366137865089305449935079581455041585213465630889803440246656204077882643962117599616486869013820992529310022771877618293407858159677748192755771725367647478152853462650086127279001435662766619820603274236948776588698701535944893991235216699861972139036342729507230208688489345"
"-391/100","0.2331368424979123539720410401879596310552768922823103840995306769343971937986514718100950254257203174979211225033712740193690945825116838128898495612554821706982490248647395947852324290252333488923446217251489614999830164501773537176207813110882328184047374644039406454728667649556018079197"
"-39/10","0.2343408187072264955585992068080415830181754395513188807136675338966262107741929216336439525591179407772270110668951633273947384825358992668837664719578915083157984894623489853420716016942445536880014019386495663106698553736389629062169612440939052898383569259424394179783187192479131298187"
"-389/100","0.2354680961590281073862665883226741881638424613996610065136177991224091109795312249624036174780774709162110192030094434357752821001212666957152926894679087021314951229456753390927553095607124498654148370918955294702661481872750281179861449393043631721169492113495761022136033491586199584797"
"-97/25","0.2365177491381481513887778920665878478662606489938182897255785889975126543407477725189932687810546726707864036247053526502001967429461539191033042678108191399219789391450676478579450308491405759711990226042277204245308571106538004202360743989347634638845371210464279712466707941635519731903"
"-387/100","0.2374888725425258867550333902230605533484200142856278682950731376570087947316979224890957656034688787661243400851889752488947121132367792155979525995705422423086472458941995509756018594877614211540129630677730578509423563428298420220281835386895989270960401515880002860696671545617883531144"
