"-4","0.13196573576489815289212548082337487396230449854744276982377089399331942957874488437843259960497569482870950026612681791294244121505266439595322087372464733962466957252912162447219253044428892281659382703502266996411346350574201888985309543474104670061015922700648710776641471548926615061943837606867358373116128733841926964728045081007898773079133739965347894088552605650799976760444472882150870845120804612570913606867298238404589006548162102645428669073380708891547560349507094116837564932143945694634024638454342036067700864879624928530180442299927789880646436095523934187859980119966983641"
"-399/100","0.11741597605999348580865833365153745723632800139918833168978071290380892876393223665152342549120533739259368547185539565122895234350995118086445442161172214825535168909103317338746184485440282485406765174883132459194842890242016014956350616440440827407565065323451243055926366806310687111684298781448006991576556627588790441612857491153803762352529208782199506317070985367583734045360496148931323613751723541316901534258496357008093427779024685585418249988838618271388589208105204419280297218678782355103771450791219869485221461847655921844169364112667844558416296085251198439938059926948597079"
"-199/50","0.10331565213847262752831546073952821329081498097304574450852342332479844428436230268654784488234481156102383867601750795128017679798016224780003831177537544480968486792919307509233793978094399570903715681881563552403309312989667692229304344982562545846534016203708418467636622499915601656651327703176010747939985181389924700523682321205985795935100728621458995379966692102373271745442082792261191274861558887732202384000746920867436106530772978461949724449768785833530743616238076227524715679023548240764759275803681841505519706585115521728079848330788350494495203583801697911476372733450720524"
"-397/100","0.09005319917091327253822433933002586793479425344312580346988921332338806442046903115479391065786233561515115589174616567251399026812178034989184861451498827450280152266303152831574323621868639590012580440720275467312140861701124095030242279572199548056815873934898727093859427953577980104647040304334943738237021993583624343195618922141954422105267941506141118134752452867236254140084686065959339390444853668855206369253549551905742180479352831833935728980015410502699139506421419442855007261944936964034789638728535665061810254183608280599915529230280128707186473349258774228601120982623319567"
"-99/25","0.07821943973113424025228835683622607664707282180518794862840560187083648707088659367811205904572421561895269491160187260035135957261534885946002563823641064341319042646080052327522865322260326977131142442583266722787984926665969327441502576938391809087296734167798651068624840806191594535174602570572738225748565189928610030813416208917308502822786722549451814903906073290931684846661070531410110387405850630462383737722009564208253694328089582088316204066501835584426602537075373724692708930964403900786212070093260822735337939198179037396879222227891969093190611674000173479080723269106760548"
"-79/20","0.06869379810210397278458650885697955642816358414942441409846174657114192492714141368381673645155905515125731599527277509807969519467425364792364836825186013278950014355647328759614331227972749891283552556259487297689132476860667365768836820882275648256145507356330964444260205461301279800996540686047612050446958335268617513848849325868162094155671840985719766482673210226754543910430392062520651014337750560942294562825626284959494253226249564773864393899606062990266534565380446593078902522160584222659120829719821529987468282271521289030067586151470790249035015606052816870562562322621993186"
"-197/50","0.062631626037614851004012751436543637639632515029704504144690417112003649570577486103363724060929135347414399344521420806889130973208976881309526302094596278182089860676465844225127397540197378163824402075093584286329476258821411823777255252054649674847442387339134563823613193982583194467035444471023923017078172761388041660930280633251461063099337922815054392012903889167672753034847338585499703478589444202687564153484276663963025504951594972130736760815682441397954879086805437030191861232740050458928904852034170101860358032263262992012472981585668898993774748529648125541698743088761218"
"-393/100","0.06110651043121568465496606657332903014592190022644732482920851355320937531234873257677453303356076169394724748227718921060739562748167647676240780649297715094368792158114396007379084332757187083103870006866186855192708005315804642755658524295615788106899609303170492350842362320847334955173562072905963147810835297498539186812503310176506877486853088138403969905139238080584691882271755534127374282497040037425829336094716155454727435497801074838504107578097289602362347439526587437762115864224884229936880959961146698528081469125107653446734275692171584074822638901059970752903243211788935116"
"-98/25","0.064414348647485063163879608686316538677133786002779721650972309681460760032246232718130096247150341558384337337174281574449080332520566499491341117907730997263198240074858500617279824697420763336421793140464608323528605083764303648761044475949380726331909125452233615914681507346982384023677806044222971204835144513739282976571107456998056559819041126230475776425212665615749689179673037852082309058188584834008446103185133902407232573429175679069687126844680262413058920192197346914784529882201956641371226506122331715908691130805540022229748015279798776209137710957298210513244815178125719"
"-391/100","0.07181369884579511243439513551099334333319262047828608851394570275006939972127381824252245518076969556892304660962574852622657701545280754581542967533934243658933574384966320271724306879270846117228366129244224433272093076573454148691198526806802883198354468393362538722559666533791284783879425422133098793136228100544605301508645374086076614580188580078051547242373317157285150799832603700844140735438690501448222116053769381309939516287954230901703092544421233397832380829225384497420867836741868890903241297539375671720586168579803512817194505883326942545377236669817275861782383504624490563"
