"-4",0.14187620888314506
"-399/100",0.13920260980417234
"-199/50",0.1364846053258718
"-397/100",0.13372271255372015
"-99/25",0.13091752968133064
"-79/20",0.1280697648119851
"-197/50",0.1251802802791418
"-393/100",0.12225016306375758
"-98/25",0.11928084097779508
"-391/100",0.11627428298650494
"-39/10",0.11323336298349292
"-389/100",0.11016256233927564
"-97/25",0.10706942995028858
"-387/100",0.1039678896208075
"-193/50",0.10088647291598354
"-77/20",0.09789030580705893
"-96/25",0.09513330390196806
"-383/100",0.09287858153286128
"-191/50",0.09121063003719299
"-381/100",0.08989455647822678
"-19/5",0.08872615266264741
"-379/100",0.08761328645637902
"-189/50",0.08651708529850677
"-377/100",0.08541966929181558
"-94/25",0.08431196520910912
"-15/4",0.08318897551197714
"-187/50",0.08204776680849012
"-373/100",0.08088653364322612
"-93/25",0.07970412726295863
"-371/100",0.07849980227982696
"-37/10",0.07727307275733786
"-369/100",0.0760236265875236
"-92/25",0.07475127253729326
"-367/100",0.07345590643462259
"-183/50",0.07213748902541536
"-73/20",0.0707960312231467
"-91/25",0.06943158423362492
"-363/100",0.06804423305686527
"-181/50",0.06663409249887059
"-361/100",0.06520130526428453
"-18/5",0.0637460420813923
"-359/100",0.062268504280452455
"-179/50",0.06076893008785393
"-357/100",0.05924760792415945
"-89/25",0.057704906240749726
"-71/20",0.05614135487208685
"-177/50",0.054557967821018995
"-353/100",0.052959103894788646
"-88/25",0.05225718052339999
"-351/100",0.0535980195004309
"-7/2",0.05495518463649465
"-349/100",0.05631758541214788
"-87/25",0.05769180921290771
"-347/100",0.059099637988443574
"-173/50",0.060629489929607656
"-69/20",0.06279340171557746
"-86/25",0.0664406484835236
"-343/100",0.07068627620765863
"-171/50",0.07506047562724957
"-341/100",0.07948058256639463
"-17/5",0.08392451382906962
"-339/100",0.08838361470478841
"-169/50",0.09285344035867735
"-337/100",0.097331189184719
"-84/25",0.10181480119969229
"-67/20",0.1063025862835281
"-167/50",0.11079305186504776
"-333/100",0.11528481559438555
"-83/25",0.11977655785745495
"-331/100",0.12426699444190198
"-33/10",0.12875486004672834
"-329/100",0.1332388979360775
"-82/25",0.1377178532302342
"-327/100",0.14219046843265498
"-163/50",0.14665548037786907
"-13/4",0.15111161810923776
"-81/25",0.15555760138166377
"-323/100",0.1599921395947541
"-161/50",0.16441393102937718
"-321/100",0.16882166230282952
"-16/5",0.1732140079849526
"-319/100",0.17758963033531597
"-159/50",0.18194717913345804
"-317/100",0.18628529158224533
"-79/25",0.190602592269987
"-63/20",0.19489769318084443
"-157/50",0.19916919374585257
"-313/100",0.20341568092885942
"-78/25",0.2076357293431418
"-311/100",0.21182790139551672
"-31/10",0.2159907474555565
"-309/100",0.22012280604810155
"-77/25",0.22422260406770778
"-307/100",0.22828865701399653
"-153/50",0.23231946924712876
"-61/20",0.23631353426281398
"-76/25",0.240269334986412
"-303/100",0.24418534408579073
"-151/50",0.24806002430268795
"-301/100",0.25189182880238165
"-3",0.2556792015415176
"-299/100",0.2594205776539715
"-149/50",0.2631143838546389
"-297/100",0.2667590388610587
"-74/25",0.270352953832774
"-59/20",0.27389453282833154
"-147/50",0.2773821732798126
"-293/100",0.28081426648477303
"-73/25",0.2841891981154536
"-291/100",0.28750534874510414
"-29/10",0.29076109439123893
"-289/100",0.29395480707561994
"-72/25",0.29708485540073615
"-287/100",0.3001496051425206
"-143/50",0.3031474198590159
"-57/20",0.3060766615146732
"-71/25",0.30893569111993296
"-283/100",0.31172286938570887
"-141/50",0.3144365573923634
"-281/100",0.3170751172727291
"-14/5",0.31963691290870033
"-279/100",0.32212031064088587
"-139/50",0.3245236799907816
"-277/100",0.3268453943948901
"-69/25",0.32908383195018387
"-11/4",0.33123737617027665
"-137/50",0.3333044167516396
"-273/100",0.335283350349168
"-68/25",0.3371725813603801
"-271/100",0.338970522717498
"-27/10",0.3406755966866425
"-269/100",0.34228623567334326
"-67/25",0.34380088303355183
"-267/100",0.3452179938893179
"-133/50",0.3465360359482779
"-53/20",0.34775349032608727
"-66/25",0.3488688523709125
"-263/100",0.3498806324890953
"-131/50",0.3507873569710858
"-261/100",0.3515875688167426
"-13/5",0.35227982855909207
"-259/100",0.3528627150856439
"-129/50",0.3533348264563595
"-257/100",0.3536947807173816
"-64/25",0.35394121670964257
"-51/20",0.35407279487148324
"-127/50",0.3540881980344319
"-253/100",0.35398613221131725
"-63/25",0.35376532737590943
"-251/100",0.3534245382333186
"-5/2",0.3529625449804086
"-249/100",0.352378154055522
"-62/25",0.35167019887685536
"-247/100",0.35083754056886396
"-123/50",0.3498790686761293
"-49/20",0.34879370186416936
"-61/25",0.3475803886067351
"-243/100",0.3462381078591893
"-121/50",0.34476586971763556
"-241/100",0.3431627160635287
"-12/5",0.34142772119357145
"-239/100",0.3395599924347793
"-119/50",0.3375586707446739
"-237/100",0.3354229312966495
"-59/25",0.3331519840506449
"-47/20",0.3307450743093456
"-117/50",0.3282014832602343
"-233/100",0.32552052850391255
"-58/25",0.32270156456921534
"-231/100",0.3197439834157568
"-23/10",0.3166472149246562
"-229/100",0.31341072737831865
"-57/25",0.31003402793027696
"-227/100",0.3065166630662392
"-113/50",0.3028582190576435
"-9/4",0.2990583224091908
"-56/25",0.2951166403020199
"-223/100",0.2910328810344078
"-111/50",0.28680679446214286
"-221/100",0.28243817244103137
"-11/5",0.2779268492743901
"-219/100",0.2732727021688758
"-109/50",0.2684756517026562
"-217/100",0.26353566231080133
"-54/25",0.2584527427939789
"-43/20",0.25322694685823366
"-107/50",0.24785837369607466
"-213/100",0.24234716862269595
"-53/25",0.2366935237865892
"-211/100",0.2308976789821965
"-21/10",0.2249599226055381
"-209/100",0.21888059281536282
