x_scaled,amplitude_mean
-4.0,0.28871438085730305
-3.959798994974874,0.21351944355321623
-3.919597989949749,0.22666998746116368
-3.879396984924623,0.21721250621769778
-3.8391959798994977,0.2833685135647454
-3.798994974874372,0.24488042260351
-3.758793969849246,0.2052170843775039
-3.7185929648241207,0.2167392933254663
-3.678391959798995,0.23386237543485175
-3.6381909547738696,0.23189299292961327
-3.5979899497487438,0.2695393521082785
-3.557788944723618,0.19568695156324137
-3.5175879396984926,0.1960800636405265
-3.477386934673367,0.27119606581012734
-3.437185929648241,0.2835232975960112
-3.3969849246231156,0.44552759069460796
-3.35678391959799,0.26430788290150775
-3.3165829145728645,0.2712247228710796
-3.2763819095477387,0.2789111400680812
-3.236180904522613,0.2948916903926202
-3.1959798994974875,0.3433382839804226
-3.1557788944723617,0.29527732584243166
-3.1155778894472363,0.33535760371064666
-3.0753768844221105,0.31464176966457874
-3.0351758793969847,0.3510786941532834
-2.9949748743718594,0.32430957431021906
-2.9547738693467336,0.3991472967255989
-2.9145728643216082,1.001691293082285
-2.8743718592964824,0.4275739953738172
-2.8341708542713566,0.41046746681440105
-2.7939698492462313,0.5295447214683185
-2.7537688442211055,0.4722565466365605
-2.71356783919598,0.8603028265288906
-2.6733668341708543,1.018427336929976
-2.6331658291457285,0.7139184820570046
-2.592964824120603,0.6137886353685763
-2.5527638190954773,1.163044779794271
-2.512562814070352,0.8132119752979001
-2.472361809045226,1.7419056906229513
-2.4321608040201004,1.1909317929947738
-2.391959798994975,2.1612548053079905
-2.351758793969849,1.1841247215296402
-2.3115577889447234,1.5865461868572828
-2.271356783919598,0.8713728355589003
-2.2311557788944723,0.8054088983511971
-2.190954773869347,0.9246770632129604
-2.150753768844221,4.253683275416753
-2.1105527638190953,1.5071993104760122
-2.07035175879397,0.9564537058601351
-2.030150753768844,1.0568281981076812
-1.9899497487437185,0.5951896704748213
-1.949748743718593,0.69865934040174
-1.9095477386934674,0.5368835753004495
-1.8693467336683418,0.5326388121754926
-1.829145728643216,0.45288750627710816
-1.7889447236180904,0.39787302678309067
-1.7487437185929648,0.49037227000397265
-1.7085427135678393,0.43464482322498554
-1.6683417085427135,0.5896675142441989
-1.6281407035175879,0.42214423852171246
-1.5879396984924623,0.5205737552490015
-1.5477386934673367,0.6370884414490662
-1.5075376884422111,0.5108769913460431
-1.4673366834170853,0.49377768108084147
-1.4271356783919598,0.5042711754307636
-1.3869346733668342,0.5931977026585058
-1.3467336683417086,0.5833952743288344
-1.306532663316583,0.6824053663329531
-1.2663316582914572,0.6445844418885321
-1.2261306532663316,0.6393400258558884
-1.185929648241206,0.7591146550712302
-1.1457286432160805,0.8829258787454286
-1.1055276381909547,1.075400312124025
-1.065326633165829,1.0647317414063253
-1.0251256281407035,1.1705958494824866
-0.9849246231155779,1.2539019004795504
-0.9447236180904522,1.702330114694848
-0.9045226130653267,1.937857659972329
-0.864321608040201,2.5522523172136373
-0.8241206030150754,5.345647798425061
-0.7839195979899497,7.334383378420585
-0.7437185929648241,5.55483608231512
-0.7035175879396985,4.147700939496011
-0.6633165829145728,5.6007498297488505
-0.6231155778894473,2.8070231167144084
-0.5829145728643216,1.7435909246047967
-0.542713567839196,1.745884436038479
-0.5025125628140703,1.4333344314859215
-0.4623115577889447,1.5979900742626318
-0.4221105527638191,1.6194373792740173
-0.38190954773869346,1.3687694987665253
-0.3417085427135678,1.6327679221572553
-0.3015075376884422,1.8482927584293276
-0.2613065326633166,2.0962215717390826
-0.22110552763819097,2.6196944959588016
-0.18090452261306533,3.3214321939067006
-0.1407035175879397,4.773394229640516
-0.10050251256281408,7.230372754759083
-0.06030150753768844,13.163804488340741
-0.020100502512562814,39.74971605643538
0.020100502512562814,45.96495259514137
0.06030150753768844,18.346993667247865
0.10050251256281408,11.987280976852777
0.1407035175879397,10.188734738400182
0.18090452261306533,9.315797320559088
0.22110552763819097,8.2610020594965
0.2613065326633166,8.07764638764424
0.3015075376884422,8.742231791199377
0.3417085427135678,8.1665203884356
0.38190954773869346,8.426072221982793
0.4221105527638191,9.093256426034518
0.4623115577889447,12.882449282265094
0.5025125628140703,12.431970451497339
0.542713567839196,13.84472060559474
0.5829145728643216,19.63500553008903
0.6231155778894473,20.314891012932872
0.6633165829145728,20.58931160357421
0.7035175879396985,29.33167951795918
0.7437185929648241,85.28302533719696
0.7839195979899497,65.29075265447617
0.8241206030150754,37.16354313586105
0.864321608040201,27.8537880082627
0.9045226130653267,16.079873753547183
0.9447236180904522,14.249519740836366
0.9849246231155779,12.332833106716816
1.0251256281407035,10.42350965422189
1.065326633165829,10.524194154185272
1.1055276381909547,9.882055061878285
1.1457286432160805,7.983200113871147
1.185929648241206,7.622653244454563
1.2261306532663316,7.611333833450021
1.2663316582914572,7.8735556048311235
1.306532663316583,8.994706280852707
1.3467336683417086,6.981492243214909
1.3869346733668342,6.550264541166877
1.4271356783919598,6.824912962162519
1.4673366834170853,6.117360488709259
1.5075376884422111,6.182159074173346
1.5477386934673367,6.160464177502667
1.5879396984924623,6.237644187415258
1.6281407035175879,6.841681315727743
1.6683417085427135,6.056875271369509
1.7085427135678393,7.1394366050587665
1.7487437185929648,6.596828084845181
1.7889447236180904,8.122821314481037
1.829145728643216,7.761118530968995
1.8693467336683418,7.0035170921763505
1.9095477386934674,8.575157575130735
1.949748743718593,7.926599468029454
1.9899497487437185,14.639651111775958
2.030150753768844,8.01925382121674
2.07035175879397,14.720967208408279
2.1105527638190953,27.62906209503753
2.150753768844221,15.190420154469473
2.190954773869347,11.353991811010765
2.2311557788944723,14.2740677800353
2.271356783919598,17.346169441879937
2.3115577889447234,16.87078520354355
2.351758793969849,15.07898147065263
2.391959798994975,17.92463632510664
